Local time,Open,High,Low,Close,Volume
20.07.2020 03:00:00.000 GMT+0200,1.06738,1.06763,1.06617,1.06664,7133.3999
20.07.2020 04:00:00.000 GMT+0200,1.06664,1.06703,1.06612,1.06627,3102.0801
20.07.2020 05:00:00.000 GMT+0200,1.06627,1.06653,1.06603,1.06645,2692.3999
20.07.2020 06:00:00.000 GMT+0200,1.06644,1.06669,1.06615,1.06655,2619.8799
20.07.2020 07:00:00.000 GMT+0200,1.06654,1.06654,1.06583,1.06589,4689.6802
20.07.2020 08:00:00.000 GMT+0200,1.06589,1.06624,1.06564,1.06601,5468.5098
20.07.2020 09:00:00.000 GMT+0200,1.06601,1.0662,1.06553,1.06597,9491.5
20.07.2020 10:00:00.000 GMT+0200,1.06597,1.06644,1.06558,1.06567,6659.6699
20.07.2020 11:00:00.000 GMT+0200,1.06567,1.06613,1.0656,1.06572,5789.3198
20.07.2020 12:00:00.000 GMT+0200,1.0657,1.06624,1.06562,1.06619,4347.5
20.07.2020 13:00:00.000 GMT+0200,1.06618,1.06643,1.06587,1.06606,5092.9902
20.07.2020 14:00:00.000 GMT+0200,1.06603,1.06647,1.06569,1.06646,6651.6401
20.07.2020 15:00:00.000 GMT+0200,1.06647,1.06721,1.06626,1.06693,12538.5996
20.07.2020 16:00:00.000 GMT+0200,1.06693,1.06763,1.06675,1.06729,7773.77
20.07.2020 17:00:00.000 GMT+0200,1.0673,1.06733,1.06647,1.06681,3520.22
20.07.2020 18:00:00.000 GMT+0200,1.06683,1.0672,1.06649,1.06662,2875.6299
20.07.2020 19:00:00.000 GMT+0200,1.06662,1.06697,1.06659,1.06666,2491.03
20.07.2020 20:00:00.000 GMT+0200,1.06666,1.06681,1.06624,1.06665,2598.8
20.07.2020 21:00:00.000 GMT+0200,1.06666,1.06699,1.06661,1.06675,2267.71
20.07.2020 22:00:00.000 GMT+0200,1.06675,1.0672,1.06662,1.06676,1565.34
20.07.2020 23:00:00.000 GMT+0200,1.06636,1.06734,1.06596,1.06703,351.72
